original_title,genre_names,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,keyword_names
The Matrix Revolutions,"Adventure, Action, Thriller, Science Fiction",150000000,73.313918,2003-11-05,424988211,129.0,6.4,3096,"saving the world, artificial intelligence, man vs machine, flying, philosophy, fortune teller, kung fu, underground world, killer robot, temple, subway, dream, sun, hero, fight, sunlight, computer virus, key, future, precognition, super computer, machine town, ying yang, dying and death, virtual reality, dystopia, computer, faith, world religion, truth, rescue, mission, cyberpunk, woman director, yin yang, gnosticism"
Frozen,"Animation, Adventure, Family",150000000,165.125366,2013-11-27,1274219009,102.0,7.3,5295,"queen, musical, princess, betrayal, snowman, animation, reindeer, curse, snow, troll, mountain climber, aftercreditsstinger, woman director, 3d"
The Matrix Reloaded,"Adventure, Action, Thriller, Science Fiction",150000000,70.78591,2003-05-15,738599701,138.0,6.7,3443,"saving the world, artificial intelligence, man vs machine, martial arts, kung fu, underground world, dream, hero, fight, computer virus, key, future, plato, precognition, rave, dying and death, virtual reality, dystopia, computer, faith, world religion, truth, mission, cyberpunk, woman director, gnosticism"
Thor: The Dark World,"Action, Adventure, Fantasy",170000000,99.499595,2013-10-29,644571402,112.0,6.8,4755,"marvel comic, superhero, based on comic book, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d, asgard"
Mad Max: Fury Road,"Action, Adventure, Science Fiction, Thriller",150000000,434.278564,2015-05-13,378858340,120.0,7.2,9427,"future, chase, post-apocalyptic, dystopia, australia, rescue, survival, on the run, convoy, peak oil, dark future"
Angels & Demons,"Thriller, Mystery",150000000,67.447636,2009-05-13,356613439,138.0,6.5,2129,"rome, vatican, based on novel, symbolism, christian, illuminati, quantum mechanics, prequel, anti matter, conspiracy, investigator, catholicism, cern"
Thor,"Adventure, Fantasy, Action",150000000,86.493424,2011-04-21,449326618,115.0,6.6,6525,"new mexico, banishment, shield, marvel comic, hammer, superhero, based on comic book, redemption, norse mythology, aftercreditsstinger, marvel cinematic universe, 3d, asgard, odin, heimdall"
Bolt,"Animation, Family, Adventure, Comedy",150000000,41.845878,2008-11-21,309979994,98.0,6.3,1750,"hamster, kids and family, animal, cat vs dog, duringcreditsstinger, dog cat friendship, animal lead, girl dog relationship"
G-Force,"Fantasy, Action, Adventure, Family, Comedy",150000000,26.710398,2009-07-21,292817841,88.0,5.1,510,"dyr, duringcreditsstinger"
Wrath of the Titans,Adventure,150000000,44.927635,2012-03-27,301000000,99.0,5.5,1431,"underworld, hades, mythology, greek mythology, zeus, perseus, gods, ancient greece, based on greek myth, ares, 3d"
Dark Shadows,"Comedy, Fantasy",150000000,50.306728,2012-05-08,245527149,113.0,5.7,2320,"witch, imprisonment, vampire, curse, fish out of water, chains, gothic, madness, old house, lost love, angry mob, 18th century, ghost, hidden room, old mansion"
Mission: Impossible - Rogue Nation,"Action, Adventure, Thriller",150000000,114.522237,2015-07-23,682330139,131.0,7.1,3224,"london england, spy, austria, villain, sequel, mission, conspiracy, vienna opera, vienna"
The Wolfman,"Drama, Horror, Thriller",150000000,21.214571,2010-02-11,0,102.0,5.5,549,"father son relationship, victorian england, remake, rural setting, werewolf"
Bee Movie,"Family, Animation, Adventure, Comedy",150000000,29.332905,2007-10-28,287594577,91.0,5.7,1171,"factory worker, tennis, flower, florist, flower shop, pilot, college, airplane, beehive, court, aftercreditsstinger"
Kung Fu Panda 2,"Animation, Family",150000000,51.247321,2011-05-25,665692281,91.0,6.7,1880,"martial arts, hope, fleet, panda, mission, woman director"
The Last Airbender,"Action, Adventure, Family, Fantasy",150000000,33.769336,2010-06-30,318502923,103.0,4.7,1151,"fire, ice, war ship, prince, kingdom, water, village, arrest, remake, attack, avatar, air, spirit, world, domination, cheering"
Mission: Impossible III,"Adventure, Action, Thriller",150000000,63.079003,2006-05-03,397850012,126.0,6.5,2028,"berlin, cia, vatican, white house, secret identity, secret, explosive, mobile phone, map, traitor, mask, honeymoon, shanghai, pretended murder, secret mission, letter, funeral, covered investigation, to shoot dead, secret agent, video, stamp, hard drive, e-mail, decipherment, suitcase, computer, revenge, murder, mission, hospital, duel, disguise, celebration, good and bad, research laboratory, blast"
White House Down,"Action, Drama, Thriller",150000000,39.004588,2013-06-27,205366737,131.0,6.4,1891,"usa president, conspiracy, secret service, the white house"
Mars Needs Moms,"Adventure, Animation, Family",150000000,12.362599,2011-03-09,38992758,88.0,5.5,199,"boy, alien, rescue, martian, alien abduction, alien invasion, based on children's book, duringcreditsstinger"
Flushed Away,"Adventure, Animation, Comedy, Family",149000000,22.550135,2006-10-22,64459316,85.0,6.0,874,"london england, underworld, return, ship, frog, girlfriend, rubin"
Pan,"Adventure, Family, Fantasy",150000000,48.03528,2015-09-24,128388320,111.0,5.9,954,"flying, magic, fairy tale, peter pan, mermaid, pirate, fantasy world"
Mr. Peabody & Sherman,"Animation, Adventure, Family",145000000,38.73494,2014-02-07,272912430,92.0,6.7,843,"father son relationship, egypt, intelligence, adoption, time travel, boy, child prodigy, friendship, growing up, children, talking animal, talking dog, dog, first love, ancient egypt, time traveler, duringcreditsstinger, new school, george washington, gags, trouble, time paradox, prodigy"
Troy,"Adventure, Drama, War",175000000,66.803149,2004-05-13,497409852,163.0,6.9,2759,"brother brother relationship, adultery, mythology, beauty, trojan war, bravery, wall, fraud, hostility, epic, sword fight, battlefield, ancient world, pyre, ancient greece, trojan horse, trojan, bronze age, sparta greece, helen of troy, homer's iliad"
Madagascar 3: Europe's Most Wanted,"Animation, Family",145000000,44.989192,2012-06-06,746921274,93.0,6.4,1808,"madagascar, 3d"
Die Another Day,"Adventure, Action, Thriller",140000000,54.159392,2002-11-17,431971116,133.0,5.8,1092,"laser, british secret service, secret service agent, space based weapon"
Ghostbusters,"Action, Fantasy, Comedy",144000000,66.21806,2016-07-14,229147509,116.0,5.3,2142,"female friendship, ghost hunting, reboot, ghost"
Armageddon,"Action, Thriller, Science Fiction, Adventure",140000000,58.485967,1998-07-01,553799566,151.0,6.4,2482,"saving the world, paris, moon, cataclysm, asteroid, self sacrifice, nasa, space marine, loss of father, daughter, space, wedding, astronaut, eiffel tower paris, duringcreditsstinger, disaster movie, space centre"
Men in Black II,"Action, Adventure, Comedy, Science Fiction",140000000,91.332849,2002-07-03,441818803,88.0,6.0,3114,"saving the world, secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, flying saucer, light, firearm, alien, fictional government agency"
Beowulf,"Adventure, Action, Animation",70000000,35.601665,2007-11-05,195735876,115.0,5.5,841,"denmark, nordic mythology, lie, pride and vanity, folk hero, human weakness, viking, alienation, festival hall, sin, royalty, curse, battle, ancient world, adult animation, motion capture"
Kung Fu Panda 3,"Action, Adventure, Animation, Comedy, Family",145000000,56.747978,2016-01-23,521170825,95.0,6.7,1603,"china, martial arts, kung fu, village, panda, sequel, talking animal, anthropomorphism, dragon, ancient china, wuxia, woman director"
Mission: Impossible - Ghost Protocol,"Action, Thriller, Adventure",145000000,77.77477,2011-12-07,694713380,133.0,6.8,3972,"fight, sequel, mission, explosion, broken arm, imax, nuclear threat"
Rise of the Guardians,"Fantasy, Animation, Family",145000000,61.788035,2012-11-21,306941670,97.0,7.1,1922,"dream, santa claus, nightmare, easter bunny, tooth fairy, jack frost, sandman, duringcreditsstinger"
Fun with Dick and Jane,Comedy,100000000,25.159168,2005-12-21,202026112,90.0,5.9,627,"based on novel, desperation, robber, hold-up robbery, remake, suburbia, loss of job, humiliation, unemployment, bankruptcy, travel agent, riches to rags, bearer bonds, comeuppance"
The Last Samurai,"Drama, Action, War, History",140000000,52.341226,2003-12-05,456758981,154.0,7.3,1895,"japan, war crimes, sense of guilt, swordplay, general, samurai, war veteran, katana, sword, arms deal, homeland, emperor, language barrier, self-discovery, mountain village, foreign legion, mercenary, campaign, commercial agreement, insurgence, leader, war strategy, gettysburg, loss of husband, slaughter, soldier, alcoholic, u.s. soldier, japanese army, 19th century, war trauma"
Exodus: Gods and Kings,"Adventure, Drama, Action",140000000,101.599427,2014-12-03,268031828,150.0,5.6,1921,"moses, bible, ancient egypt, 3d, ramses"
Star Trek,"Science Fiction, Action, Adventure",150000000,73.616808,2009-05-06,385680446,127.0,7.4,4518,"spacecraft, teleportation, space mission, parachute, time travel, black hole, supernova, prequel, warp speed, futuristic, warp engine, romulans, outer space, vulcan, alternate reality, space opera, reboot"
Spider-Man,"Fantasy, Action",139000000,82.502566,2002-05-01,821708551,121.0,6.8,5265,"loss of lover, spider, thanksgiving, bad boss, hostility, marvel comic, superhero, pokies, evil, reference to superman, goblin"
How to Train Your Dragon 2,"Fantasy, Action, Adventure, Animation, Comedy, Family",145000000,100.21391,2014-06-12,609123048,102.0,7.6,3106,"father son relationship, wife husband relationship, sacrifice, viking, sequel, rescue, dragon, mother son relationship, death of husband, warrior, 3d"
Gods of Egypt,Fantasy,140000000,56.257249,2016-02-25,150680864,127.0,5.3,1277,"egypt, underworld, fight, mythology, nile, war, thief, rescue, desert, gods, egyptian mythology, egyptian, myth"
Stealth,Action,135000000,17.88953,2005-07-28,76932943,121.0,4.9,331,"artificial intelligence, u.s. navy, aftercreditsstinger"
Watchmen,"Action, Mystery, Science Fiction",130000000,64.798873,2009-03-05,185258983,163.0,7.0,2811,"dc comics, secret identity, mass murder, retirement, based on comic book, conspiracy, nuclear war, doomsday, soviet, masked vigilante, doomsday clock, red square, death of superhero, american president, 1980s"
Lethal Weapon 4,"Action, Adventure, Comedy, Crime, Thriller",140000000,24.855701,1998-07-10,285444603,127.0,6.3,767,"lapd, house on fire, revolver"
Hulk,"Drama, Action, Science Fiction",137000000,34.981698,2003-06-19,245360480,138.0,5.3,1533,"california, san francisco, monster, general, gun, dna, mutation, psychology, berkeley, transformation, frog, president, marvel comic, superhero, golden gate bridge, doctor, fear, scientist, dog, desert, anger, mirror, phone, military, cell, hulk, superhuman strength, repressed memory, repression"
G.I. Joe: Retaliation,"Adventure, Action, Science Fiction, Thriller",130000000,59.325589,2013-03-26,371876278,110.0,5.4,3025,"terror, assassin, secret, technology, missile, warhead, president, rescue, conspiracy, explosion, battle, surveillance, cobra"
Sahara,"Action, Adventure, Comedy, Drama, Mystery",130000000,21.605568,2005-04-06,119269486,124.0,5.7,434,"tyrant, ironclad ship"
Final Fantasy: The Spirits Within,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",137000000,26.074908,2001-07-02,85131830,106.0,5.9,433,"battle assignment, dystopia, alien, downfall, scientist, based on video game"
Captain America: The First Avenger,"Action, Adventure, Science Fiction",140000000,74.506246,2011-07-22,370569774,124.0,6.6,7047,"new york, usa, world war ii, nazis, marvel comic, superhero, based on comic book, nazi germany, period drama, brooklyn new york city, captain america, aftercreditsstinger, marvel cinematic universe, 3d"
The World Is Not Enough,"Adventure, Action, Thriller",135000000,39.604363,1999-11-08,361832400,128.0,6.0,862,"british, mission, oil, heiress, bilbao spain, british secret service"
Master and Commander: The Far Side of the World,Adventure,150000000,36.973031,2003-11-14,212011111,138.0,6.9,790,"naturalist, frigate, self surgery, sea battle, weevil"
The Twilight Saga: Breaking Dawn - Part 2,"Adventure, Fantasy, Drama, Romance",120000000,99.687084,2012-11-13,829000000,115.0,6.1,2553,"vampire, romance, villainess, super strength, imprinting, cross breed, bloodsucker, grudge, vampire vs vampire, chief of police, dhampir, forks washington, wolf pack, misinformation, seeing the future, fang vamp"
Happy Feet Two,"Animation, Comedy, Family",130000000,17.7735,2011-11-17,150406466,100.0,5.8,373,"penguin, musical, aftercreditsstinger, 3d"
The Incredible Hulk,"Science Fiction, Action, Adventure",150000000,62.898336,2008-06-12,163712074,114.0,6.1,3021,"new york, rio de janeiro, marvel comic, superhero, based on comic book, on the run, fugitive, super soldier, tony stark, virginia, military, hulk, marvel cinematic universe, angry, bruce banner"
The BFG,"Adventure, Family, Fantasy",140000000,44.19092,2016-06-01,183345589,120.0,6.0,1000,"london england, england, based on novel, queen, little girl, orphan, cannibal, giant, evil brother"
The Revenant,"Western, Drama, Adventure, Thriller",135000000,100.635882,2015-12-25,532950503,156.0,7.3,6396,"father son relationship, rape, based on novel, mountains, winter, grizzly bear, wilderness, frontier, revenge, murder, native american, survival, bear, snow, violence, animal death, bear attack, death of son, based on true events, fur trapper"
Turbo,"Animation, Family",135000000,44.765377,2013-07-11,282570682,96.0,6.1,1074,"underdog, car race, dream, speed, power, snail, fast, friends, superpower, racer"
Rango,"Animation, Comedy, Family, Western, Adventure",135000000,29.91353,2011-03-02,245724603,107.0,6.6,2051,"sheriff, nevada, pet, rango, chameleon, las vegas, cactus, terrarium, construction site, armadillo, disillusionment"
Penguins of Madagascar,"Family, Animation, Adventure, Comedy",132000000,84.366984,2014-11-22,373552094,92.0,6.5,1346,"penguin, madagascar, 3d"
The Bourne Ultimatum,"Action, Drama, Mystery, Thriller",70000000,45.381501,2007-08-03,442824138,115.0,7.3,2888,"paris, corruption, madrid, assassin, based on novel, europe, prosecution, dangerous, false identity, revelation, government, weapon, interpol, sequel, conspiracy, shootout, espionage, motorcycle, violence, foot chase, moskow, dark past, langley virginia, flashback, chase on the roof, security leak"
Kung Fu Panda,"Adventure, Animation, Family, Comedy",130000000,84.689648,2008-06-04,631744560,90.0,6.9,3145,"china, martial arts, kung fu, mentor, snake, restaurant, shop, strong woman, bravery, tiger, turtle, panda, sensei, anthropomorphism, fighting, ancient china, monkey, master, destiny, evil, aftercreditsstinger, monkey warrior, noodle"
